id,title,description,phase_number,target_date,start_date,completion_date,status,progress_percentage,verified,verified_at,ai_verification_score,images,videos,blockchain_hash,ipfs_hash,notes,created_at,updated_at,verified_by_id,project_id,qr_code_data,qr_code_secret
08ad4c98-8098-416a-9b48-3756f9783999,Foundation & Excavation,"Site preparation, excavation work, foundation laying, and plinth beam construction.",1,2023-12-27,,,pending,0.00,false,,,[],[],,,Phase 1 of construction,2025-11-09 08:44:08.07733+00,2025-11-09 10:21:42.311802+00,,f876ea19-b70b-4206-aeac-8fa5b56b35bd,milestone:f876ea19-b70b-4206-aeac-8fa5b56b35bd:08ad4c98-8098-416a-9b48-3756f9783999:d6202683,1eb9963a47e7719baa609b0e2f452f70c302b94685ea2bac7534fec23b938c68
0976dfad-c98e-46bc-b8de-56cbe6cf208e,Handover & Possession,"Final inspections, quality checks, documentation, and handover to buyers.",5,2025-07-23,,,pending,0.00,false,,,[],[],,,Phase 5 of construction,2025-11-09 08:44:04.838277+00,2025-11-09 10:21:31.436948+00,,0e2e4d93-1707-4e6a-ada7-12f4ef983e25,milestone:0e2e4d93-1707-4e6a-ada7-12f4ef983e25:0976dfad-c98e-46bc-b8de-56cbe6cf208e:3f702542,e943d1671926f25856ae9b9a441c9f139a79ed114f2aaa91acc5a4edc10712fb
09eac430-69aa-40e7-8506-3491a9f2e251,Walls,Brick work and plastering completed,3,2025-10-08,2025-01-11,2025-10-08,completed,79.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:23.666829+00,2025-11-09 10:22:34.348527+00,,f53ad372-2a46-42c4-9efc-7dc7af4fd4a4,milestone:f53ad372-2a46-42c4-9efc-7dc7af4fd4a4:09eac430-69aa-40e7-8506-3491a9f2e251:95657738,3f78e3b9d1595e9a45259806eeb6bf207ff22629bcc50f05a81bf112f6cd6698
0a496569-78af-4c10-8c23-7d53b42e87a2,Walls,Brick work and plastering completed,3,2025-08-11,2024-11-14,,in_progress,71.00,true,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:30.360039+00,2025-11-09 10:22:27.423201+00,,cb60c315-49f1-4388-80b8-23cd136b4eaa,milestone:cb60c315-49f1-4388-80b8-23cd136b4eaa:0a496569-78af-4c10-8c23-7d53b42e87a2:afc7b084,73c32e88bf195e1b638bcfe8ff93c6740197199729127c7d24c819076e793e72
0a995d7d-0471-4ce9-a1b3-3cd6451d28b5,Structure,RCC framework and structure completed,2,2025-05-13,2024-11-14,,in_progress,78.00,true,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:30.360015+00,2025-11-09 10:22:27.125935+00,,cb60c315-49f1-4388-80b8-23cd136b4eaa,milestone:cb60c315-49f1-4388-80b8-23cd136b4eaa:0a995d7d-0471-4ce9-a1b3-3cd6451d28b5:3d4e6242,7b9b0bd6fa11afce3c23fd68e40de2ed466a3a010b89d5dc97ff7a4034bfd8cc
0b43ead3-7702-419a-b66f-60f78157a897,Walls,Brick work and plastering completed,3,2026-06-09,2025-09-12,2026-06-09,completed,70.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:20.750754+00,2025-11-09 10:22:37.485368+00,,da42d773-d98a-4e03-858f-82a9fa51ca0d,milestone:da42d773-d98a-4e03-858f-82a9fa51ca0d:0b43ead3-7702-419a-b66f-60f78157a897:e35a504c,be7eafe29faa68adbe0993052b2ec2f8fb604ff965690cf4fa8cbc18fdea7004
0d21b0dc-39f7-4f81-980d-43b45f1367e2,Structural Framework,"Column, beam, and slab construction. Completion of structural framework for all floors.",2,2024-10-17,,,pending,0.00,false,,,[],[],,,Phase 2 of construction,2025-11-09 08:43:59.306175+00,2025-11-09 10:21:18.993182+00,,1b97410b-5558-45e5-b4c6-1497704d3560,milestone:1b97410b-5558-45e5-b4c6-1497704d3560:0d21b0dc-39f7-4f81-980d-43b45f1367e2:3f02c3ca,2f9cb8b04a35993830a83034d7fc8f3c1e48215b5c5222d1f09126c65396ee72
0da8c26c-9b87-4eaf-b636-d6aa9cf865e6,Structural Framework,"Column, beam, and slab construction. Completion of structural framework for all floors.",2,2025-03-08,2025-03-08,2025-04-07,completed,100.00,true,,,[],[],,,Phase 2 of construction,2025-11-09 08:44:00.921266+00,2025-11-09 10:21:21.906156+00,,8beb1548-0865-47b8-9848-ad300fc15dbe,milestone:8beb1548-0865-47b8-9848-ad300fc15dbe:0da8c26c-9b87-4eaf-b636-d6aa9cf865e6:7ba9252e,ba3d56e82be8584ce064fb5bf68e875ec6ce3b4cb283e8330cc574d527f70a54
0dad11a1-ea49-4f71-8d37-073faaf8b699,Foundation,Foundation and basement work completed,1,2025-09-13,2025-06-15,,in_progress,87.00,true,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:37.379576+00,2025-11-09 10:22:16.486451+00,,27fb67d4-0602-48e8-bbda-77b18f732f57,milestone:27fb67d4-0602-48e8-bbda-77b18f732f57:0dad11a1-ea49-4f71-8d37-073faaf8b699:dc58b213,988de8111f9f528e81ad18aad0f2a02729123d665b8522476cf990ff67240d3d
0dc43db4-197c-45d0-8a9a-770042a0045b,Foundation,Foundation and basement work completed,1,2024-11-29,2024-08-31,,in_progress,91.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:42.959504+00,2025-11-09 10:22:07.848553+00,,26311c4a-8b26-4b2d-928d-9353d6db2a63,milestone:26311c4a-8b26-4b2d-928d-9353d6db2a63:0dc43db4-197c-45d0-8a9a-770042a0045b:6fc3e120,da31be037e9ddcb11eb0beeae1b53fc7bfb51e7259c3b7c99f7a871da6aba0f5
0ecbd835-6f3b-40fb-b167-bbb3778584b9,Plumbing,Internal plumbing and electrical work,4,2025-02-17,2024-02-23,2025-02-17,completed,78.00,true,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:35.247835+00,2025-11-09 10:22:19.969399+00,,fcd67c5a-db92-426a-849c-d2ce79b0c4ea,milestone:fcd67c5a-db92-426a-849c-d2ce79b0c4ea:0ecbd835-6f3b-40fb-b167-bbb3778584b9:26d797e4,8cecc10e1f1a72d446f5c355e486d8849a6a9d2a7ad44d3edff289e7b61ccd8c
0ed10b90-629f-471b-baf5-d386d3344073,Finishing,Painting and finishing work,6,2026-06-30,2025-01-06,2026-06-30,completed,62.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:41.156446+00,2025-11-09 10:22:11.742292+00,,4a219338-b15a-448e-9edb-3d5a6a7647db,milestone:4a219338-b15a-448e-9edb-3d5a6a7647db:0ed10b90-629f-471b-baf5-d386d3344073:fe06f7d7,0f7ba6e06dece89412f4d19e5c1f30c03d290268748fd84d2d0ce4955739f391
0f201b22-3a83-4cf8-9fb9-95d21196e19a,Foundation,Foundation and basement work completed,1,2024-09-20,2024-06-22,2024-09-20,completed,90.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:53.864331+00,2025-11-09 10:21:51.880177+00,,ba548af6-5148-456a-bb55-1c435e401e74,milestone:ba548af6-5148-456a-bb55-1c435e401e74:0f201b22-3a83-4cf8-9fb9-95d21196e19a:4a0150b9,1b288dba89e57e641ca84a754467d81f5e82f64972b8723685622cbe98370f55
0f5761f2-dfe6-4432-a5a9-ff16ce0f3fd5,Handover & Possession,"Final inspections, quality checks, documentation, and handover to buyers.",5,2026-01-15,,,pending,0.00,false,,,[],[],,,Phase 5 of construction,2025-11-09 08:44:20.201637+00,2025-11-09 10:22:36.674454+00,,377b304a-3c31-41ea-b838-600fe543c322,milestone:377b304a-3c31-41ea-b838-600fe543c322:0f5761f2-dfe6-4432-a5a9-ff16ce0f3fd5:f9b66f56,0dc521ea5ce4eacff5ae2b94909df2c46f23668d7106a230d5e4faf886b381b5
0f9b2b82-17e5-43d6-8af7-878104c06b05,Plumbing,Internal plumbing and electrical work,4,2026-01-01,2025-01-06,2026-01-01,completed,79.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:41.156302+00,2025-11-09 10:22:11.203599+00,,4a219338-b15a-448e-9edb-3d5a6a7647db,milestone:4a219338-b15a-448e-9edb-3d5a6a7647db:0f9b2b82-17e5-43d6-8af7-878104c06b05:1ecdae06,2389298d41d3820d3a5b570747e0d1961e860ff6124eec253e558b4ec6808b69
0ff61cc2-aad9-4c17-81a2-7b7a0113d30d,Interior Finishing,"Flooring, wall finishes, painting, fixture installation, and final touches.",4,2025-10-29,2025-10-29,2025-11-28,completed,100.00,true,,,[],[],,,Phase 4 of construction,2025-11-09 08:43:54.715082+00,2025-11-09 10:21:11.111955+00,,b8e3d11b-8fb9-4776-a4ac-4439a3693388,milestone:b8e3d11b-8fb9-4776-a4ac-4439a3693388:0ff61cc2-aad9-4c17-81a2-7b7a0113d30d:1e65b9f6,4d30bc08b262d00e76a412871370ecb67b05f800330813017272db88ff167bae
101471c2-739f-4dbe-990a-dd8c2d70256f,Structure,RCC framework and structure completed,2,2026-02-25,2025-08-29,2026-02-25,completed,82.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:32.298723+00,2025-11-09 10:22:23.666597+00,,620cacfc-2cfa-4c17-bc0c-5ed71be4f246,milestone:620cacfc-2cfa-4c17-bc0c-5ed71be4f246:101471c2-739f-4dbe-990a-dd8c2d70256f:9689a984,c82abf064094ce4eb4bcd54bda7d617818732ab39462ece8e4426c4eb53d2485
101b7418-f336-44be-ad17-22d6704bb774,Interior Finishing,"Flooring, wall finishes, painting, fixture installation, and final touches.",4,2025-04-13,,,pending,0.00,false,,,[],[],,,Phase 4 of construction,2025-11-09 08:43:58.764306+00,2025-11-09 10:21:18.116502+00,,5b876235-077f-48b4-9d09-ab95f664b608,milestone:5b876235-077f-48b4-9d09-ab95f664b608:101b7418-f336-44be-ad17-22d6704bb774:a96425e6,418e36fd5aa97a782c1d41da59aa05c08a1ef7b55994b080c009d83fab4afbc1
12e4455d-46f2-4678-a039-191f25d009dd,Flooring,Flooring and tiling work in progress,5,2025-09-15,2024-06-22,2025-09-15,completed,84.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:53.864645+00,2025-11-09 10:21:53.206871+00,,ba548af6-5148-456a-bb55-1c435e401e74,milestone:ba548af6-5148-456a-bb55-1c435e401e74:12e4455d-46f2-4678-a039-191f25d009dd:4c4b2a60,bdfe748baa3951aadc480062ded4b718bbfb5cd1235bbed18e4a864a00ca507e
135d8c0e-943f-4ec7-b1f8-1ce173cab75b,Plumbing,Internal plumbing and electrical work,4,2025-08-18,2024-08-23,2025-08-18,completed,61.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:44.084932+00,2025-11-09 10:22:07.013882+00,,8b65e2c1-1cec-41e1-beff-827968d6d38d,milestone:8b65e2c1-1cec-41e1-beff-827968d6d38d:135d8c0e-943f-4ec7-b1f8-1ce173cab75b:7c22152e,80ce613b6da30c0696b886f2bd3c50c0e147fef43df10cc341a7d10de43e5f68
142a467a-cee7-422f-a1ad-1650541eee4c,Plumbing,Internal plumbing and electrical work,4,2025-11-20,2024-11-25,,in_progress,82.00,true,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:49.967943+00,2025-11-09 10:21:59.523464+00,,7580745b-a5df-4c22-a23b-ab1d5ccab605,milestone:7580745b-a5df-4c22-a23b-ab1d5ccab605:142a467a-cee7-422f-a1ad-1650541eee4c:ec7389ad,d61a498b2059932f906e18a299dd5a23f6edff1aa8c8e045a946090b5c0fe445
14caf776-7f9c-42be-a719-286067705b3c,Walls,Brick work and plastering completed,3,2025-04-08,2024-07-12,2025-04-08,completed,84.00,true,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:51.76214+00,2025-11-09 10:21:56.448424+00,,71d1304f-751b-4e54-995a-a9758479ca9c,milestone:71d1304f-751b-4e54-995a-a9758479ca9c:14caf776-7f9c-42be-a719-286067705b3c:2ecf5a33,148c5499c5ff031771877b09c5d193f8a2121843291dcefad4eabb9a3960ff12
15322718-b598-4afc-a86f-50dc64b7c67b,Plumbing,Internal plumbing and electrical work,4,2026-05-29,2025-06-03,2026-05-29,completed,62.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:39.190574+00,2025-11-09 10:22:14.07942+00,,63e8475a-bf8e-4315-b592-f6fb53261959,milestone:63e8475a-bf8e-4315-b592-f6fb53261959:15322718-b598-4afc-a86f-50dc64b7c67b:51391bc7,164f9137eb29026c101a98b383d90e70f9974ef93d6f6d1eab2436c3fea5f6a9
17491865-9ecf-4148-8af6-08c0b18dcffe,Plumbing & Electrical,"Internal and external plumbing, electrical wiring, HVAC installation, and utility connections.",3,2025-02-18,2025-02-18,2025-03-20,completed,100.00,true,,,[],[],,,Phase 3 of construction,2025-11-09 08:43:48.131651+00,2025-11-09 10:20:59.37898+00,,cb374a47-82f4-4187-95a9-dc7f161935ee,milestone:cb374a47-82f4-4187-95a9-dc7f161935ee:17491865-9ecf-4148-8af6-08c0b18dcffe:a15331c7,c46a8964cd50d8b58b88cbb12c1463e45551fb1fb33f17b2c3997470036b6965
18b44922-5d73-421d-8a1f-b353e1fed0cd,Foundation & Excavation,"Site preparation, excavation work, foundation laying, and plinth beam construction.",1,2025-07-04,,,pending,0.00,false,,,[],[],,,Phase 1 of construction,2025-11-09 08:44:08.885313+00,2025-11-09 10:21:43.756017+00,,0d329297-62a3-475c-8c99-4dbbd4a483f2,milestone:0d329297-62a3-475c-8c99-4dbbd4a483f2:18b44922-5d73-421d-8a1f-b353e1fed0cd:6f480a84,dd4c8b94b0bdf57052cca0228432d3862a3d2e367469b21b4847572348668609
1be45b5d-d51d-43a0-b936-0b58e72f5958,Plumbing,Internal plumbing and electrical work,4,2025-06-01,2024-06-06,,in_progress,74.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:46.872162+00,2025-11-09 10:22:02.817081+00,,32a8f450-767e-41e7-a50e-1e559917f50a,milestone:32a8f450-767e-41e7-a50e-1e559917f50a:1be45b5d-d51d-43a0-b936-0b58e72f5958:e23ec967,dc9ac17c32dde6f6f91f33927efc45cec275a0344fbf1e6ae52738e94d9ee3f3
1c76f951-b388-487f-90c1-c41bd2f815a8,Foundation,Foundation and basement work completed,1,2024-09-08,2024-06-10,2024-09-08,completed,92.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:25.181554+00,2025-11-09 10:22:32.171029+00,,7273adac-5ce6-45f3-a3bf-04af30c2a862,milestone:7273adac-5ce6-45f3-a3bf-04af30c2a862:1c76f951-b388-487f-90c1-c41bd2f815a8:19635ffd,0f3918b98d309aefdb73f92caf2d0dbd1727dc2381b6659cb0b02b52894ad22f
1de10098-7833-4886-80e5-a18ffcf5fec2,Foundation,Foundation and basement work completed,1,2025-04-11,2025-01-11,2025-04-11,completed,92.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:23.666749+00,2025-11-09 10:22:33.806682+00,,f53ad372-2a46-42c4-9efc-7dc7af4fd4a4,milestone:f53ad372-2a46-42c4-9efc-7dc7af4fd4a4:1de10098-7833-4886-80e5-a18ffcf5fec2:da04a6c3,a1d57ee7c3b5f1c4c606289419fdaf7dfc7f895dd5e8f80c4071f391c00cbf05
1e211fa1-d288-4fc3-abb3-db9417849159,Interior Finishing,"Flooring, wall finishes, painting, fixture installation, and final touches.",4,2025-04-21,2025-04-21,2025-05-21,completed,100.00,true,,,[],[],,,Phase 4 of construction,2025-11-09 08:43:46.655191+00,2025-11-09 10:20:56.74175+00,,58f2d465-9b19-4205-9433-e8ad2c28f1fb,milestone:58f2d465-9b19-4205-9433-e8ad2c28f1fb:1e211fa1-d288-4fc3-abb3-db9417849159:52cf30a0,d01290f7155e794411f8c9f2acabbdec9d4cb90b3700ea3592c646bf02ebaaaa
1f6e76ba-93c9-4826-8dc0-acf5fc95ffb7,Flooring,Flooring and tiling work in progress,5,2026-11-07,2025-08-14,2026-11-07,completed,71.00,false,,,"[""https://images.unsplash.com/photo-1541888946425-d81bb19240f5?w=800"",""https://images.unsplash.com/photo-1503387762-592deb58ef4e?w=800""]",[],,,Auto-seeded milestone.,2025-11-09 08:13:52.894938+00,2025-11-09 10:21:55.317421+00,,6af73042-a4cd-4323-8e14-dbef3ecbef76,milestone:6af73042-a4cd-4323-8e14-dbef3ecbef76:1f6e76ba-93c9-4826-8dc0-acf5fc95ffb7:9a54844f,4133afffd8f95356991b9caa7f69ed16af35388f412f2ed63e0b1593d656ebf0
2020354a-668f-421e-ac5a-7a15b51aa78e,Foundation & Excavation,"Site preparation, excavation work, foundation laying, and plinth beam construction.",1,2025-09-02,,,pending,0.00,false,,,[],[],,,Phase 1 of construction,2025-11-09 08:44:05.509786+00,2025-11-09 10:21:36.807738+00,,f00bdf22-f97d-4938-85e1-e743314fbb60,milestone:f00bdf22-f97d-4938-85e1-e743314fbb60:2020354a-668f-421e-ac5a-7a15b51aa78e:6d444aa2,f3460b567d214ba9cec2b17847e79f04b8231769808feea5cc33bcef2f5ecb04
2021ae6b-6f72-4728-9895-77d927aa9256,Foundation & Excavation,"Site preparation, excavation work, foundation laying, and plinth beam construction.",1,2024-06-24,2024-06-24,2024-07-24,completed,100.00,true,,,[],[],,,Phase 1 of construction,2025-11-09 08:43:55.933663+00,2025-11-09 10:21:13.026651+00,,cd8768f6-cf22-4367-9234-6cc200f21c73,milestone:cd8768f6-cf22-4367-9234-6cc200f21c73:2021ae6b-6f72-4728-9895-77d927aa9256:d05b150a,57b24fb5cade23604e337ba0ecdbd7c0cd620d96f9e0c1ff1f683ea5cee283bf
20c4c94f-9813-4ca5-a99d-ba7751180751,Interior Finishing,"Flooring, wall finishes, painting, fixture installation, and final touches.",4,2026-02-02,2026-02-02,2026-03-04,completed,100.00,true,,,[],[],,,Phase 4 of construction,2025-11-09 08:43:47.459109+00,2025-11-09 10:20:58.19223+00,,2de23750-eb2a-4425-8424-d2a6a2a2138d,milestone:2de23750-eb2a-4425-8424-d2a6a2a2138d:20c4c94f-9813-4ca5-a99d-ba7751180751:ba3ebde9,63b9c228bcc4a35c4078ae2036c3521cb6f510679f675a06e47fa3be41b41c0a
20f9b495-c711-4e8b-9a0b-172e53150a41,Structural Framework,"Column, beam, and slab construction. Completion of structural framework for all floors.",2,2024-07-16,,,pending,0.00,false,,,[],[],,,Phase 2 of construction,2025-11-09 08:44:10.900173+00,2025-11-09 10:21:50.220455+00,,d9dffdb9-3678-4cf3-bb58-f759fb95856f,milestone:d9dffdb9-3678-4cf3-bb58-f759fb95856f:20f9b495-c711-4e8b-9a0b-172e53150a41:f7b7a6b5,42ba7dec621fda4462158011e1957770126e0cadbd7fdd045a6a3aaae92e357f
