id,name,slug,description,project_type,status,address,city,state,pincode,latitude,longitude,starting_price,total_units,available_units,cover_image,gallery_images,video_url,launch_date,expected_completion,actual_completion,total_floors,total_area_sqft,amenities,blockchain_hash,verified,verification_score,views_count,interested_count,meta_title,meta_description,created_at,updated_at,developer_id,project_videos,qr_code_data
2477222a-bfa5-488f-88f8-695519267c5f,Gurgaon Square,gurgaon-square,"Experience luxury living at Gurgaon Square, a premium residential project in Delhi. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,upcoming,"Plot No. 58, Sector 48, Delhi",Delhi,Delhi,424112,28.795610,77.087841,8406818.00,243,139,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=800,"[""https://images.unsplash.com/photo-1600573472550-8090b5e0745e?w=800"",""https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?w=800"",""https://images.unsplash.com/photo-1600573472591-ee6b68d14c68?w=800"",""https://images.unsplash.com/photo-1599809275671-b5942cabc7a2?w=800"",""https://images.unsplash.com/photo-1613977257363-707ba9348227?w=800""]",,2025-05-31,2027-06-23,,6,279450.00,"[""Kids Play Area"",""Security"",""Party Hall"",""Clubhouse"",""Basketball Court"",""Amphitheater"",""Yoga Room""]",,false,88.08,497,0,,,2025-11-09 08:13:56.223532+00,2025-11-09 08:13:56.223559+00,73,[],
26311c4a-8b26-4b2d-928d-9353d6db2a63,Electronic City Residency,electronic-city-residency,"Experience luxury living at Electronic City Residency, a premium residential project in Bangalore. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,ongoing,"Plot No. 48, Sector 13, Bangalore",Bangalore,Karnataka,497696,13.057979,77.683644,13474351.00,212,128,https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=800,"[""https://images.unsplash.com/photo-1600563438938-a650c6f43f20?w=800"",""https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?w=800"",""https://images.unsplash.com/photo-1600607687644-c7171b42498b?w=800"",""https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?w=800""]",,2024-08-31,2025-10-27,,19,226840.00,"[""Gym"",""Party Hall"",""Parking"",""Sauna"",""Tennis Court"",""Yoga Room"",""Amphitheater"",""Library""]",,false,93.54,58,0,,,2025-11-09 08:13:42.374484+00,2025-11-09 08:13:42.374516+00,76,[],
27015708-ab98-41f8-8db3-a3f727a0ece8,Green Valley Gardens Phase 22,green-valley-gardens-phase-22-74,"Green Valley Gardens Phase 22 offers premium living with modern amenities in Dwarka, Delhi. Experience luxury and comfort at its best.",residential,completed,"Plot No. 121, Sector 46, Dwarka, Delhi",Delhi,Delhi,478984,28.691176,77.120877,5502477.00,5,5,https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=800,"[""https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=800"",""https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?w=800"",""https://images.unsplash.com/photo-1600573472591-ee6b68d14c68?w=800""]",,2024-08-25,2027-09-23,,5,57035.00,"[""Landscaped Gardens"",""Gym"",""Power Backup"",""Lift"",""24/7 Security"",""Clubhouse"",""Parking"",""Swimming Pool""]",,true,82.00,6,0,,,2025-11-09 08:19:59.091208+00,2025-11-09 08:19:59.09123+00,72,[],
27fb67d4-0602-48e8-bbda-77b18f732f57,Hadapsar Vista,hadapsar-vista,"Experience luxury living at Hadapsar Vista, a premium residential project in Pune. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,ongoing,"Plot No. 12, Sector 48, Pune",Pune,Maharashtra,474988,18.578536,73.948087,9972225.00,222,126,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=800,"[""https://images.unsplash.com/photo-1600047509807-ba8f99d2cdde?w=800"",""https://images.unsplash.com/photo-1600573472591-ee6b68d14c68?w=800"",""https://images.unsplash.com/photo-1600573472550-8090b5e0745e?w=800"",""https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800"",""https://images.unsplash.com/photo-1600563438938-a650c6f43f20?w=800""]",,2025-06-15,2027-02-14,,22,326144.00,"[""Clubhouse"",""Library"",""Jogging Track"",""Yoga Room"",""Spa"",""Indoor Games"",""Landscaped Gardens"",""Kids Play Area"",""Power Backup"",""Security""]",,true,63.98,380,0,,,2025-11-09 08:13:36.790571+00,2025-11-09 08:13:36.790597+00,77,[],
2de23750-eb2a-4425-8424-d2a6a2a2138d,Elite Park Phase 18,elite-park-phase-18-70,"Elite Park Phase 18 offers premium living with modern amenities in Thane, Mumbai. Experience luxury and comfort at its best.",residential,completed,"Plot No. 117, Sector 27, Thane, Mumbai",Mumbai,Maharashtra,484151,19.026672,72.855853,5827413.00,8,8,https://images.unsplash.com/photo-1564013799919-ab600027ffc6?w=800,"[""https://images.unsplash.com/photo-1600607687644-c7171b42498b?w=800"",""https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=800"",""https://images.unsplash.com/photo-1600573472591-ee6b68d14c68?w=800"",""https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=800""]",,2025-05-08,2026-07-09,,8,78808.00,"[""Lift"",""Landscaped Gardens"",""Gym"",""Power Backup"",""Swimming Pool"",""24/7 Security"",""Clubhouse"",""Parking""]",,true,75.00,5,0,,,2025-11-09 08:19:54.781728+00,2025-11-09 08:19:54.78175+00,78,[],
2eb76adf-8671-4f06-a39d-b326a281cbe3,Premium Gardens Phase 11,premium-gardens-phase-11-63,"Premium Gardens Phase 11 offers premium living with modern amenities in Whitefield, Bangalore. Experience luxury and comfort at its best.",residential,completed,"Plot No. 110, Sector 1, Whitefield, Bangalore",Bangalore,Karnataka,500214,12.923521,77.571359,5102806.00,5,5,https://images.unsplash.com/photo-1600607687644-c7171b42498b?w=800,"[""https://images.unsplash.com/photo-1600573472550-8090b5e0745e?w=800"",""https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=800"",""https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=800"",""https://images.unsplash.com/photo-1600573472591-ee6b68d14c68?w=800""]",,2025-05-02,2027-08-23,,5,134623.00,"[""Gym"",""Swimming Pool"",""Kids Play Area"",""Power Backup"",""24/7 Security"",""Lift"",""Clubhouse""]",,true,76.00,20,0,,,2025-11-09 08:19:47.092148+00,2025-11-09 08:19:47.092176+00,71,[],
3175b081-6ba5-4c77-9835-c245b47ceffe,Wakad Gardens,wakad-gardens,"Experience luxury living at Wakad Gardens, a premium residential project in Pune. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,ongoing,"Plot No. 12, Sector 36, Pune",Pune,Maharashtra,422863,18.445695,73.773022,6850174.00,72,41,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=800,"[""https://images.unsplash.com/photo-1600563438938-a650c6f43f20?w=800"",""https://images.unsplash.com/photo-1600210492493-0946911123ea?w=800"",""https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800"",""https://images.unsplash.com/photo-1600573472550-8090b5e0745e?w=800""]",,2025-06-27,2027-01-24,,16,79059.00,"[""Tennis Court"",""Gym"",""Jogging Track"",""Spa"",""Swimming Pool"",""Amphitheater"",""Parking"",""Party Hall"",""Basketball Court""]",,true,65.37,284,0,,,2025-11-09 08:13:33.829954+00,2025-11-09 08:13:33.829989+00,78,[],
32a8f450-767e-41e7-a50e-1e559917f50a,Bellandur Vista,bellandur-vista,"Experience luxury living at Bellandur Vista, a premium residential project in Bangalore. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,ongoing,"Plot No. 51, Sector 25, Bangalore",Bangalore,Karnataka,478323,13.016801,77.666845,6698942.00,247,149,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=800,"[""https://images.unsplash.com/photo-1600047509807-ba8f99d2cdde?w=800"",""https://images.unsplash.com/photo-1600573472591-ee6b68d14c68?w=800"",""https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?w=800""]",,2024-06-06,2026-12-16,,16,298129.00,"[""Security"",""Jogging Track"",""Tennis Court"",""Amphitheater"",""Yoga Room"",""Basketball Court""]",,false,86.46,322,0,,,2025-11-09 08:13:46.277044+00,2025-11-09 08:13:46.277074+00,75,[],
3616d6ba-699d-403e-aedc-fdf0bfc7e9d3,Premium Heights,premium-heights,"Experience luxury living at Premium Heights, a premium residential project in Hyderabad. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,completed,"Plot No. 81, Sector 15, Hyderabad",Hyderabad,Telangana,465646,17.361158,78.400188,8234170.00,101,60,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=800,"[""https://images.unsplash.com/photo-1600047509807-ba8f99d2cdde?w=800"",""https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800"",""https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?w=800"",""https://images.unsplash.com/photo-1600563438938-a650c6f43f20?w=800"",""https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=800""]",,2025-04-13,2026-09-13,,5,141198.00,"[""Sauna"",""Gym"",""Power Backup"",""Tennis Court"",""Parking"",""Yoga Room"",""Swimming Pool"",""Amphitheater""]",,true,51.99,402,0,,,2025-11-09 08:14:06.113944+00,2025-11-09 08:14:06.113977+00,71,[],
377b304a-3c31-41ea-b838-600fe543c322,Bandra Greens,bandra-greens,"Experience luxury living at Bandra Greens, a premium residential project in Mumbai. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,upcoming,"Plot No. 23, Sector 14, Mumbai",Mumbai,Maharashtra,477314,19.045725,72.912769,11997155.00,190,119,https://images.unsplash.com/photo-1600607687644-c7171b42498b?w=800,"[""https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=800"",""https://images.unsplash.com/photo-1599809275671-b5942cabc7a2?w=800"",""https://images.unsplash.com/photo-1613977257363-707ba9348227?w=800"",""https://images.unsplash.com/photo-1600607687644-c7171b42498b?w=800"",""https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=800""]",,2025-01-20,2027-03-26,,14,181832.00,"[""Squash Court"",""Party Hall"",""Gym"",""Sauna"",""Spa"",""Yoga Room"",""Power Backup"",""Tennis Court"",""Jogging Track"",""Basketball Court"",""Indoor Games""]",,true,93.37,332,0,,,2025-11-09 08:13:21.28945+00,2025-11-09 08:13:21.289484+00,80,[],
402b1848-ffec-421d-bf2c-11f9b19b5acb,Kukatpally Towers,kukatpally-towers,"Experience luxury living at Kukatpally Towers, a premium residential project in Hyderabad. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,completed,"Plot No. 6, Sector 14, Hyderabad",Hyderabad,Telangana,481305,17.448590,78.397067,8504783.00,289,179,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800,"[""https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800"",""https://images.unsplash.com/photo-1600573472591-ee6b68d14c68?w=800"",""https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=800""]",,2025-07-24,2027-05-30,,27,268481.00,"[""Party Hall"",""Yoga Room"",""Amphitheater"",""Clubhouse"",""Parking"",""Basketball Court"",""Library"",""Landscaped Gardens"",""Gym"",""Swimming Pool"",""Sauna""]",,true,59.91,40,0,,,2025-11-09 08:14:04.975007+00,2025-11-09 08:14:04.975039+00,72,[],
44e95329-bae5-4f5e-94a6-bf730fca9741,Royal Homes Phase 16,royal-homes-phase-16-68,"Royal Homes Phase 16 offers premium living with modern amenities in Wakad, Pune. Experience luxury and comfort at its best.",residential,upcoming,"Plot No. 115, Sector 29, Wakad, Pune",Pune,Maharashtra,527070,18.484217,73.847182,7532404.00,5,5,https://images.unsplash.com/photo-1599809275671-b5942cabc7a2?w=800,"[""https://images.unsplash.com/photo-1600563438938-a650c6f43f20?w=800"",""https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=800"",""https://images.unsplash.com/photo-1600210492493-0946911123ea?w=800""]",,2024-10-21,2027-05-24,,5,80448.00,"[""Clubhouse"",""Swimming Pool"",""24/7 Security"",""Power Backup"",""Kids Play Area"",""Landscaped Gardens""]",,true,81.00,0,0,,,2025-11-09 08:19:52.613094+00,2025-11-09 08:19:52.613117+00,76,[],
45444e39-75f2-4bff-b040-826afd2127f8,Whitefield Plaza,whitefield-plaza,"Experience luxury living at Whitefield Plaza, a premium residential project in Bangalore. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,upcoming,"Plot No. 27, Sector 26, Bangalore",Bangalore,Karnataka,415833,12.872188,77.523202,14633800.00,46,28,https://images.unsplash.com/photo-1613977257363-707ba9348227?w=800,"[""https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=800"",""https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?w=800"",""https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=800"",""https://images.unsplash.com/photo-1600573472591-ee6b68d14c68?w=800""]",,2024-05-18,2025-10-05,,5,56810.00,"[""Power Backup"",""Kids Play Area"",""Party Hall"",""Basketball Court"",""Sauna"",""Squash Court""]",,false,69.38,27,0,,,2025-11-09 08:13:41.694548+00,2025-11-09 08:13:41.694577+00,76,[],
48b458f1-1443-404d-847e-3e270f487e4d,Kandivali Park,kandivali-park,"Experience luxury living at Kandivali Park, a premium residential project in Mumbai. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,upcoming,"Plot No. 23, Sector 10, Mumbai",Mumbai,Maharashtra,401664,19.060342,72.895982,8110318.00,250,153,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=800,"[""https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?w=800"",""https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=800"",""https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=800"",""https://images.unsplash.com/photo-1600563438938-a650c6f43f20?w=800"",""https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=800""]",,2024-08-31,2027-04-10,,15,372484.00,"[""Library"",""Gym"",""Clubhouse"",""Party Hall"",""Amphitheater"",""Tennis Court"",""Swimming Pool""]",,true,97.19,427,0,,,2025-11-09 08:13:25.72282+00,2025-11-09 08:13:25.722855+00,79,[],
4a219338-b15a-448e-9edb-3d5a6a7647db,Pune Royal Villa,pune-royal-villa,"Experience luxury living at Pune Royal Villa, a premium residential project in Pune. Featuring modern architecture, world-class amenities, and excellent connectivity.",residential,completed,"Plot No. 21, Sector 20, Pune",Pune,Maharashtra,456799,18.582023,73.840367,9056952.00,74,48,https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?w=800,"[""https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?w=800"",""https://images.unsplash.com/photo-1600563438938-a650c6f43f20?w=800"",""https://images.unsplash.com/photo-1600047509807-ba8f99d2cdde?w=800"",""https://images.unsplash.com/photo-1613977257363-707ba9348227?w=800""]",,2025-01-06,2026-11-29,,9,65934.00,"[""Party Hall"",""Tennis Court"",""Security"",""Basketball Court"",""Landscaped Gardens"",""Power Backup"",""Amphitheater""]",,false,51.31,121,0,,,2025-11-09 08:13:40.867783+00,2025-11-09 08:13:40.867812+00,77,[],
58f2d465-9b19-4205-9433-e8ad2c28f1fb,Green Valley Homes Phase 19,green-valley-homes-phase-19-71,"Green Valley Homes Phase 19 offers premium living with modern amenities in Powai, Mumbai. Experience luxury and comfort at its best.",residential,completed,"Plot No. 118, Sector 48, Powai, Mumbai",Mumbai,Maharashtra,555672,19.032376,72.857687,4255624.00,5,5,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800,"[""https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?w=800"",""https://images.unsplash.com/photo-1600210492493-0946911123ea?w=800"",""https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=800"",""https://images.unsplash.com/photo-1599809275671-b5942cabc7a2?w=800"",""https://images.unsplash.com/photo-1600563438938-a650c6f43f20?w=800""]",,2024-07-25,2026-07-15,,5,102107.00,"[""Gym"",""Clubhouse"",""Parking"",""Lift"",""Swimming Pool"",""24/7 Security""]",,true,84.00,2,0,,,2025-11-09 08:19:55.993091+00,2025-11-09 08:19:55.99311+00,79,[],
5b876235-077f-48b4-9d09-ab95f664b608,Skyline Towers Phase 4,skyline-towers-phase-4-56,"Skyline Towers Phase 4 offers premium living with modern amenities in Malad, Mumbai. Experience luxury and comfort at its best.",residential,upcoming,"Plot No. 103, Sector 1, Malad, Mumbai",Mumbai,Maharashtra,437500,19.111921,72.856980,6953919.00,9,9,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=800,"[""https://images.unsplash.com/photo-1600573472591-ee6b68d14c68?w=800"",""https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=800"",""https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=800"",""https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=800"",""https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?w=800""]",,2024-07-17,2026-10-03,,9,72017.00,"[""24/7 Security"",""Landscaped Gardens"",""Clubhouse"",""Gym"",""Swimming Pool"",""Power Backup"",""Lift"",""Kids Play Area""]",,true,84.00,0,0,,,2025-11-09 08:19:39.684552+00,2025-11-09 08:19:39.684572+00,74,[],
